IF_adj,diferenca_limite,diferenca_prazo,diferenca_taxa
Banco do Brasil,122369.33000000005,,
Banco do Brasil,1070.6900000000023,,
Banco do Brasil,86357.959999999992,,
Banco do Brasil,-6044.4599999999627,,
Banco do Brasil,49448.69,-30.0,
Banco do Brasil,-57263.229999999996,-36.0,
Banco do Brasil,-48076.689999999981,-42.0,
Banco do Brasil,130566.12999999999,,
Banco do Brasil,161720.50000000003,,
Banco do Brasil,90053.37000000001,,
Banco do Brasil,-65117.510000000009,,
Banco do Brasil,-14231.970000000005,,
Banco do Brasil,87178.460000000021,,
Banco do Brasil,-11578.179999999997,-6.0,
Banco do Brasil,-21762.39,,
Banco do Brasil,13676.049999999992,,
Banco do Brasil,35482.119999999995,,
Banco do Brasil,-34223.01,,
Banco do Brasil,-32888.469999999994,,
Banco do Brasil,-37690.020000000019,,
Banco do Brasil,3419.2200000000012,,
Banco do Brasil,6690.4099999999708,,
Banco do Brasil,-13735.290000000008,,
Banco do Brasil,-34108.460000000036,,
Banco do Brasil,139841.55000000002,,
Banco do Brasil,-13693.17000000002,,
Banco do Brasil,-171496.12,,
Banco do Brasil,6240.6399999999994,-42.0,
Banco do Brasil,-10187.859999999964,,
Banco do Brasil,38710.890000000072,,
Banco do Brasil,-39928.469999999979,,
Banco do Brasil,32240.020000000019,,
Banco do Brasil,-24301.310000000012,,
Banco do Brasil,-201560.32000000004,,
Banco do Brasil,-45720.01999999999,,
Banco do Brasil,44294.189999999995,,
Banco do Brasil,118178.44000000003,,
Banco do Brasil,-21619.800000000032,,
Banco do Brasil,80229.72,,
Banco do Brasil,-13837.290000000005,,
Banco do Brasil,-92339.71,,
Banco do Brasil,13159.37000000001,-162.0,
Banco do Brasil,-30942.440000000002,,
Banco do Brasil,-46727.580000000031,,
Banco do Brasil,104700.91,,
Banco do Brasil,-13593.619999999995,,
Banco do Brasil,-49236.889999999985,,
Banco do Brasil,-325378.39999999991,,
Banco do Brasil,-298182.17999999993,,
Banco do Brasil,157943.76,,
Banco do Brasil,-317233.2099999999,,
Banco do Brasil,8814.41,,
Banco do Brasil,-62738.03,,
Banco do Brasil,-4678.8600000000006,,
Banco do Brasil,-8233.3000000000029,,
Banco do Brasil,-123606.93000000001,,
Banco do Brasil,-36281.129999999976,,
Banco do Brasil,-217.60000000002037,,
Banco do Brasil,-10741.730000000061,,
Banco do Brasil,33141.56,,
Banco do Brasil,-321177.22999999992,,
Banco do Brasil,-487.62999999997555,,
Banco do Brasil,-23615.640000000014,-42.0,
Banco do Brasil,-5075.3899999999994,,
Banco do Brasil,47615.379999999976,,
Banco do Brasil,54797.529999999992,,
Banco do Brasil,-51962.25999999998,,
Banco do Brasil,-63709.970000000147,,
Banco do Brasil,-9903.5599999999977,,
Banco do Brasil,38977.189999999944,,
Banco do Brasil,99688.39,6.0,
Banco do Brasil,-27995.070000000007,-18.0,
Banco do Brasil,-152630.10999999996,,
Banco do Brasil,-20287.299999999988,,
Banco do Brasil,-14143.510000000024,,
Banco do Brasil,25138.420000000027,,
Banco do Brasil,290460.48,,
Banco do Brasil,124907.95,-36.0,
Banco do Brasil,223234.06999999995,,
Banco do Brasil,126154.30000000002,,
Banco do Brasil,-134682.35,,
Banco do Brasil,58195.630000000005,,
Banco do Brasil,-19282.79,-30.0,
Banco do Brasil,-26034.14,,
Banco do Brasil,31898.42,,
Banco do Brasil,-137248.77999999997,,
Banco do Brasil,102629.50999999998,,
Banco do Brasil,-28596.629999999917,,
Banco do Brasil,-18057.119999999981,,
Banco do Brasil,-256251.07000000007,,
Banco do Brasil,-375077.17,,
Banco do Brasil,11522.389999999996,-30.0,
Banco do Brasil,58322.490000000005,,
Banco do Brasil,-244712.24,,
Banco do Brasil,-11960.59,,
Banco do Brasil,22874.550000000003,,
Banco do Brasil,-17555.229999999989,,
Banco do Brasil,-45086.679999999993,-18.0,
Banco do Brasil,95232.98,,
Banco do Brasil,212876.53,,
Banco do Brasil,16144.999999999985,,
Banco do Brasil,356279.27999999991,,
Banco do Brasil,-333889.98000000004,,
Banco do Brasil,-4274.5700000000215,,
Banco do Brasil,-67737.409999999989,-30.0,
Banco do Brasil,-31505.280000000028,-36.0,
Banco do Brasil,100524.12,,
Banco do Brasil,-7759.7399999999907,,
Banco do Brasil,-337457.02999999997,,
Banco do Brasil,45699.389999999985,,
Banco do Brasil,4562.9500000000044,,
Banco do Brasil,-104033.88999999998,,
Banco do Brasil,-71555.400000000052,,
Banco do Brasil,-344024.85,,
Banco do Brasil,-15812.219999999994,,
Banco do Brasil,-60113.829999999987,-42.0,
Banco do Brasil,8044.1000000000058,,
Banco do Brasil,-211700.53,,
Banco do Brasil,-33260.489999999991,,
Banco do Brasil,119076.26000000001,-30.0,
Banco do Brasil,165953.13999999996,,
Banco do Brasil,13216.210000000021,,
Banco do Brasil,89934.71000000005,,
Banco do Brasil,44118.559999999969,,
Banco do Brasil,-236220.83,-42.0,
Banco do Brasil,-95797.060000000012,-42.0,0.034582924248907534
Banco do Brasil,-31162.479999999992,,
Banco do Brasil,-376603.80999999994,,
Banco do Brasil,-50246.460000000021,-42.0,
Banco do Brasil,-225481.53000000003,,
Banco do Brasil,-35566.420000000042,,
Banco do Brasil,-28869.279999999995,,
Banco do Brasil,27069.839999999997,,
Banco do Brasil,133843.94999999998,,
Banco do Brasil,-54448.729999999996,,
Banco do Brasil,347629.76,-24.0,
Banco do Brasil,-16892.5,,
Banco do Brasil,-33942.219999999987,,
Banco do Brasil,97329.679999999964,,
Banco do Brasil,-33550.889999999992,,
Banco do Brasil,-716.76000000000931,-48.0,
Banco do Brasil,36256.379999999859,,
Banco do Brasil,-13277.809999999961,,
Banco do Brasil,42105.899999999994,6.0,0.0023003093866748349
Banco do Brasil,-438742.82000000007,,
Banco do Brasil,60307.579999999987,,
Banco do Brasil,-41244.16,,
Banco do Brasil,289776.27999999997,,
Banco do Brasil,-51389.66,-30.0,
Banco do Brasil,222661.09,-30.0,
Banco do Brasil,13447.809999999998,-42.0,
Banco do Brasil,26025.94999999999,,
Banco do Brasil,-27707.259999999995,,
Banco do Brasil,27652.759999999995,,
Banco do Brasil,-379332.37999999995,,
Banco do Brasil,22439.469999999987,,
Banco do Brasil,-76621.62,6.0,
Banco do Brasil,196988.50999999998,-18.0,
Banco do Brasil,71116.7,-42.0,
Banco do Brasil,-37316.789999999994,,
Banco do Brasil,26648.879999999997,-18.0,
Banco do Brasil,-39357.999999999978,-42.0,
Banco do Brasil,332993.47000000003,,
Banco do Brasil,116091.44000000003,,
Banco do Brasil,31420.649999999994,,
Banco do Brasil,86236.270000000019,-6.0,-0.0293791618276951
Banco do Brasil,90542.31,,
Banco do Brasil,-20781.149999999998,,
Banco do Brasil,-8544.099999999904,,
Banco do Brasil,-35493.48000000001,-30.0,
Banco do Brasil,48583.39,-42.0,
Banco do Brasil,30154.320000000007,-42.0,
Banco do Brasil,-327112.96000000014,,
Banco do Brasil,-12440.170000000006,,
Banco do Brasil,232271.87,,
Banco do Brasil,-70478.169999999955,,
Banco do Brasil,44032.460000000021,,
Banco do Brasil,404704.39999999997,-18.0,0.0033163733361548341
Banco do Brasil,-4407.9299999999985,-48.0,
Banco do Brasil,-15076.689999999988,,
Banco do Brasil,155585.84999999998,,
Banco do Brasil,297866.24000000005,,
Banco do Brasil,27887.909999999996,-18.0,
Banco do Brasil,-36169.59,-30.0,
Banco do Brasil,105861.81,,
Banco do Brasil,22887.83,,
Banco do Brasil,86732.560000000027,,
Banco do Brasil,246948.1,,
Banco do Brasil,-52657.990000000034,,
Banco do Brasil,17897.949999999997,,
Banco do Brasil,-23589.549999999981,,
Banco do Brasil,-7242.2899999999936,,
Banco do Brasil,-74367.260000000009,,
Banco do Brasil,41917.139999999985,,
Banco do Brasil,-994.66000000000349,-30.0,
Banco do Brasil,-61821.179999999993,,
Banco do Brasil,-215643.55999999976,,
Banco do Brasil,-18921.000000000022,,
Banco do Brasil,-3106.6499999999651,,
Banco do Brasil,129080.98999999999,,
Banco do Brasil,4776.9900000000016,,
Banco do Brasil,-169919.49000000002,-30.0,
Banco do Brasil,-24533.739999999983,,
Banco do Brasil,-75063.639999999956,,
Banco do Brasil,-14664.570000000014,,
Banco do Brasil,1963.3400000000256,,
Banco do Brasil,-6875.5199999999822,,
Banco do Brasil,-15804.750000000022,,
Banco do Brasil,-2473.1800000000221,-30.0,
Banco do Brasil,-42279.819999999963,,
Banco do Brasil,87181.960000000021,,
Banco do Brasil,-7891.00999999994,,
Banco do Brasil,-317434.52,,
Banco do Brasil,-12502.779999999988,,
Banco do Brasil,-3002.4399999999951,,
Banco do Brasil,179450.59000000003,,
Banco do Brasil,79859.300000000017,,
Banco do Brasil,-162588.52000000002,,
Banco do Brasil,-68592.64,-30.0,
Banco do Brasil,-323419.31000000006,,
Banco do Brasil,43793.400000000023,,
Banco do Brasil,-25026.269999999997,,
Banco do Brasil,-48471.960000000006,,
Banco do Brasil,41380.719999999972,,
Banco do Brasil,135493.94999999998,,
Banco do Brasil,-144878.76,-36.0,
Banco do Brasil,-420496.80999999982,,
Banco do Brasil,-47214.889999999985,,
Banco do Brasil,134255.2,-24.0,
Banco do Brasil,-162534.32,,
Banco do Brasil,15193.36,,
Banco do Brasil,-61834.620000000017,,
Banco do Brasil,-67366.489999999991,-30.0,
Banco do Brasil,-74763.359999999986,,
Banco do Brasil,98366.46,,
Banco do Brasil,140804.59000000003,,
Banco do Brasil,234992.2,12.0,
Banco do Brasil,31181.580000000031,,
Banco do Brasil,-165418.63999999996,,
Banco do Brasil,106782.91999999998,,
Banco do Brasil,-213383.30999999994,,
Banco do Brasil,-61074.630000000005,-42.0,
Banco do Brasil,58016.599999999984,,
Banco do Brasil,-30727.98,,
Banco do Brasil,-80334.900000000009,,
Banco do Brasil,-38722.609999999935,,
Banco do Brasil,137683.99,,
Banco do Brasil,-73990.56,,
Banco do Brasil,133295.47,-6.0,0.00970115841951582
Banco do Brasil,-61282.87000000001,-48.0,
Banco do Brasil,-39705.099999999977,,
Banco do Brasil,92906.420000000042,,
Banco do Brasil,-54447.93,,
Banco do Brasil,-82658.230000000185,,
Banco do Brasil,-97010.170000000013,,
Banco do Brasil,88928.150000000009,-24.0,
Banco do Brasil,-176443.41,-48.0,
Banco do Brasil,-30238.889999999992,,
Banco do Brasil,-168125.08999999994,,
Banco do Brasil,177971.83999999997,,
Banco do Brasil,6441.5000000000073,,
Banco do Brasil,-31433.53,,
Banco do Brasil,130514.69,-30.0,
Banco do Brasil,-15894.900000000005,,
Banco do Brasil,278541.07999999996,,
Banco do Brasil,128900.32999999996,,
Banco do Brasil,-334637.14999999997,,
Banco do Brasil,-127907.89000000004,,
Banco do Brasil,118003.38999999997,,
Banco do Brasil,110869.35000000002,,
Banco do Brasil,-267353.87999999989,,
Banco do Brasil,89.900000000001455,,
Banco do Brasil,-58328.570000000022,,
Banco do Brasil,-148758.55999999988,,
Banco do Brasil,655.20999999999185,-30.0,
Banco do Brasil,-71947.220000000016,,
Banco do Brasil,-47196.279999999984,,
Banco do Brasil,73827.75999999998,,
Banco do Brasil,17833.490000000005,,
Banco do Brasil,35903.179999999993,,
Banco do Brasil,122428.34999999999,,
Banco do Brasil,11133.170000000013,,
Banco do Brasil,-66037.839999999967,,
Banco do Brasil,-110286.16999999998,,
Banco do Brasil,25148.609999999986,,
Banco do Brasil,-64638.790000000008,-36.0,
Banco do Brasil,-113804.69000000002,,
Banco do Brasil,-53303.970000000016,,
Banco do Brasil,-216428.61000000004,,
Banco do Brasil,15383.800000000076,,
Banco do Brasil,-42040.739999999962,,
Banco do Brasil,245776.6699999999,,
Banco do Brasil,-23838.390000000007,,
Banco do Brasil,-29775.039999999986,,
Banco do Brasil,-8701.8599999999933,,
Banco do Brasil,-109916.6700000001,,
Banco do Brasil,81419.02,,
Banco do Brasil,-39226.560000000034,,
Banco do Brasil,-17535.790000000008,,
Banco do Brasil,7079.58,6.0,0.0058676708614041131
Banco do Brasil,25425.899999999987,-42.0,
Banco do Brasil,312752.26,,
Banco do Brasil,140116.60000000003,,
Banco do Brasil,164977.46999999997,,
Banco do Brasil,99126.250000000029,,
Banco do Brasil,-6507.68,-18.0,
Banco do Brasil,7835.0,-24.0,
Banco do Brasil,93097.829999999987,-42.0,
Banco do Brasil,-57550.919999999991,,
Banco do Brasil,2896.1999999999971,,
Banco do Brasil,144822.6,,
Banco do Brasil,-6437.3500000000131,,
Banco do Brasil,93335.79,,
Banco do Brasil,89841.099999999991,,
Banco do Brasil,8362.429999999993,,
Banco do Brasil,-86186.629999999976,,
Banco do Brasil,-141896.66000000003,,
Banco do Brasil,23600.469999999994,,
Banco do Brasil,-26422.400000000016,,
Banco do Brasil,-48232.899999999965,,
Banco do Brasil,102513.56,,
Banco do Brasil,62639.570000000007,-30.0,
Banco do Brasil,109907.21,17.0,
Banco do Brasil,-15830.070000000007,,
Banco do Brasil,-108568.83000000006,,
Banco do Brasil,-34753.180000000044,,
Banco do Brasil,-11328.630000000041,,
Banco do Brasil,-467212.55999999994,,
Banco do Brasil,60169.039999999979,-18.0,
Banco do Brasil,-12632.890000000007,,
Banco do Brasil,254174.49000000005,,
Banco do Brasil,-72832.210000000108,,
Banco do Brasil,-146330.4,-24.0,
Banco do Brasil,-40458.180000000008,,
Banco do Brasil,-9189.9800000000014,,
Banco do Brasil,26970.329999999987,,
Banco do Brasil,-49182.49,,
Banco do Brasil,25338.399999999998,,
Banco do Brasil,114938.57,,
Banco do Brasil,-34009.799999999988,,
Banco do Brasil,-10579.650000000001,-36.0,
Banco do Brasil,124975.64000000001,-42.0,
Banco do Brasil,38751.98000000001,,
Banco do Brasil,-78131.569999999978,,
Banco do Brasil,-6045.149999999936,,
Banco do Brasil,16588.729999999996,,
Banco do Brasil,-36749.500000000007,-30.0,
Banco do Brasil,-31803.559999999954,,
Banco do Brasil,33870.200000000004,,
Banco do Brasil,-26551.919999999995,,
Banco do Brasil,96613.340000000011,,
Banco do Brasil,-77088.87,,
Banco do Brasil,-29718.510000000028,,
Banco do Brasil,41420.389999999985,,
Banco do Brasil,-134765.05999999988,,
Banco do Brasil,-16029.309999999998,,
Banco do Brasil,-134099.78,-42.0,
Banco do Brasil,-32545.079999999987,,
Banco do Brasil,29897.940000000002,-6.0,
Banco do Brasil,-200386.26000000004,,
Banco do Brasil,-190215.11,,
Banco do Brasil,88773.81,,
Banco do Brasil,-100374.56000000003,,
Banco do Brasil,47246.539999999994,,
Banco do Brasil,-2755.570000000007,,
Banco do Brasil,210071.72000000003,,
Banco do Brasil,154923.3,,
Banco do Brasil,-4135.489999999998,-30.0,
Banco do Brasil,-58290.72,-18.0,
Banco do Brasil,39267.340000000004,,
Banco do Brasil,-214855.58999999991,,
Banco do Brasil,-96622.15,,
Banco do Brasil,-179040.55,,
Banco do Brasil,-72868.159999999989,,
Banco do Brasil,218239.68,16.0,
Banco do Brasil,-45109.56,-18.0,
Banco do Brasil,-124194.06999999999,-42.0,
Banco do Brasil,-143953.56,-48.0,
Banco do Brasil,2016.0299999999988,,
Banco do Brasil,-18891.51999999999,-42.0,
Banco do Brasil,70699.290000000037,,
Banco do Brasil,28793.710000000006,,
Banco do Brasil,26364.83,-18.0,-0.0029594791568149058
Banco do Brasil,753.83999999999651,-30.0,
Banco do Brasil,-89145.689999999973,-42.0,
Banco do Brasil,2182.1800000000003,-162.0,
Banco do Brasil,-23826.050000000003,,
Banco do Brasil,-19354.030000000002,,
Banco do Brasil,-57335.310000000012,,
Banco do Brasil,-167055.66999999998,,
Banco do Brasil,-63109.100000000006,,
Banco do Brasil,18263.29,-48.0,
Banco do Brasil,-17702.779999999977,,
Banco do Brasil,-141332.95999999996,,
Banco do Brasil,-144711.93000000005,,
Banco do Brasil,36731.84,,
Banco do Brasil,18173.459999999992,,
Banco do Brasil,-256227.38000000006,,
Banco do Brasil,-74008.500000000044,,
Banco do Brasil,-38152.790000000015,,
Banco do Brasil,74404.52,,
Banco do Brasil,54078.830000000016,,
Banco do Brasil,-13388.519999999968,,
Banco do Brasil,-58712.000000000015,,
Banco do Brasil,-851.94000000001688,,
Banco do Brasil,-29233.810000000041,,
Banco do Brasil,255176.39,,
Banco do Brasil,-115024.64999999997,-30.0,
Banco do Brasil,32722.04,-42.0,
Banco do Brasil,-33092.849999999991,,
Banco do Brasil,-311115.99,,
Banco do Brasil,-49447.559999999969,,
Banco do Brasil,15432.959999999934,,
Banco do Brasil,99284.77,-42.0,
Banco do Brasil,-134414.89,-162.0,
Banco do Brasil,177446.8,,
Banco do Brasil,-114154.58000000002,,
Banco do Brasil,73192.98000000001,,
Banco do Brasil,13495.499999999949,,
Banco do Brasil,36778.229999999981,,
Banco do Brasil,26969.429999999993,,
Banco do Brasil,-5309.3499999999985,-36.0,
Banco do Brasil,-31270.900000000023,,
Banco do Brasil,425851.56999999995,-30.0,
Banco do Brasil,-199176.21999999997,-30.0,
Banco do Brasil,-8396.3900000000067,-42.0,
Banco do Brasil,94566.78,-42.0,
Banco do Brasil,83991.409999999989,,
Banco do Brasil,30446.58,,
Banco do Brasil,-124599.99000000002,,
Banco do Brasil,43014.12,17.0,
Banco do Brasil,-87701.569999999992,-42.0,
Banco do Brasil,-96676.209999999817,,
Banco do Brasil,-51969.780000000013,,
Banco do Brasil,34916.209999999977,,
Banco do Brasil,-25991.140000000039,,
Banco do Brasil,-98395.560000000012,,
Banco do Brasil,118360.08,,
Banco do Brasil,92630.63,,
Banco do Brasil,30014.300000000003,,
Banco do Brasil,271151.06000000006,,
Banco do Brasil,-33078.949999999975,,
Banco do Brasil,-3845.3400000000038,6.0,
Banco do Brasil,29050.500000000007,,
Banco do Brasil,-357257.0,,
Banco do Brasil,-352894.02,,
Banco do Brasil,-27618.230000000014,,
Banco do Brasil,-1287.7900000000118,,
Banco do Brasil,-161371.71,-30.0,
Banco do Brasil,42913.739999999991,-42.0,
Banco do Brasil,92298.120000000024,,
Banco do Brasil,-24188.509999999995,-30.0,
Banco do Brasil,128827.56999999998,,
Banco do Brasil,-2119.2199999999575,,
Banco do Brasil,94444.37,,
Banco do Brasil,36033.839999999975,,
Banco do Brasil,-56017.91,,
Banco do Brasil,-24355.950000000012,,
Banco do Brasil,-365544.31,,
Banco do Brasil,64403.12,-6.0,-0.02721548785429926
Banco do Brasil,14550.270000000004,-30.0,
Banco do Brasil,-135777.54,-48.0,
Banco do Brasil,65942.329999999958,,
Banco do Brasil,-2413.760000000053,,
Banco do Brasil,-2791.9800000001051,,
Banco do Brasil,54370.41,,
Banco do Brasil,113253.98000000001,,
Banco do Brasil,409523.16,-6.0,0.0035569455272805514
Banco do Brasil,-71776.81,-30.0,
Banco do Brasil,-81556.969999999972,,
Banco do Brasil,-115166.96000000002,,
Banco do Brasil,-146625.37,,
Banco do Brasil,-48532.180000000022,,
Banco do Brasil,30244.369999999995,,
Banco do Brasil,30068.600000000035,,
Banco do Brasil,91103.109999999957,,
Banco do Brasil,131350.2,,
Banco do Brasil,-10208.73,-36.0,
Banco do Brasil,-98291.139999999985,-36.0,
Banco do Brasil,27918.820000000065,,
Banco do Brasil,-43372.209999999948,,
Banco do Brasil,117276.02000000005,,
Banco do Brasil,-49643.500000000044,,
Banco do Brasil,7378.2899999999936,,
Banco do Brasil,-1456.0699999999997,-18.0,
Banco do Brasil,30216.879999999997,,
Banco do Brasil,26503.710000000021,,
Banco do Brasil,-140606.83999999997,,
Banco do Brasil,-40193.329999999958,,
Banco do Brasil,-23994.83,,
Banco do Brasil,-26765.340000000011,,
Banco do Brasil,85985.650000000023,-30.0,
Banco do Brasil,-19337.809999999998,-48.0,
Banco do Brasil,-6552.7900000000081,,
Banco do Brasil,-35508.920000000013,,
Banco do Brasil,166144.78000000003,,
Banco do Brasil,-161975.53000000003,,
Banco do Brasil,-375661.06999999995,,
Banco do Brasil,-51815.020000000004,,
Banco do Brasil,165131.03,-42.0,
Banco do Brasil,-4527.27,-18.0,
Banco do Brasil,18287.96,,
Banco do Brasil,27827.309999999998,,
Banco do Brasil,26040.579999999987,,
Banco do Brasil,-112743.28,,
Banco do Brasil,266213.06000000006,,
Banco do Brasil,80988.23,-6.0,
Banco do Brasil,-52747.71,-42.0,
Banco do Brasil,-55546.659999999996,,
Banco do Brasil,15811.970000000001,,
Banco do Brasil,-4481.7999999999738,,
Banco do Brasil,67250.50999999998,,
Banco do Brasil,37974.310000000005,-36.0,
Banco do Brasil,-22111.400000000005,-42.0,
Banco do Brasil,-39648.550000000054,,
Banco do Brasil,-101149.65999999997,,
Banco do Brasil,4613.720000000023,,
Banco do Brasil,-153411.6599999998,,
Banco do Brasil,-13328.949999999983,,
Banco do Brasil,492635.75,12.0,
Banco do Brasil,149631.67,-42.0,
Banco do Brasil,-384478.85000000003,,
Banco do Brasil,113588.47,-30.0,
Banco do Brasil,18438.54,,
Banco do Brasil,7393.8299999999945,,
Banco do Brasil,-82236.219999999972,,
Banco do Brasil,28794.830000000009,,
Banco do Brasil,-10080.52,,
Banco do Brasil,29050.84,,
Banco do Brasil,27466.260000000009,,
Banco do Brasil,-76596.040000000023,,
Banco do Brasil,-386096.42,,
Banco do Brasil,150219.96000000002,,
Banco do Brasil,124207.31,,
Banco do Brasil,-14976.510000000002,-42.0,
Banco do Brasil,-1403.4900000000489,,
Banco do Brasil,307199.68000000005,,
Banco do Brasil,-27598.570000000022,,
Banco do Brasil,2358.5700000000579,,
Banco do Brasil,43839.190000000017,,
Banco do Brasil,-28528.990000000042,,
Banco do Brasil,-22434.80000000001,,
Banco do Brasil,-105102.26000000004,,
Banco do Brasil,-312504.44000000006,,
Banco do Brasil,48030.16,-18.0,
Banco do Brasil,-71392.010000000038,-30.0,
Banco do Brasil,9411.37000000001,-42.0,
Banco do Brasil,-25878.729999999974,,
Banco do Brasil,40249.39,,
